id,tweet_text,tweet_date,sentiment,query_used
1029788147704586240,contei uma mentira por parágrafo mas meu amor continua o mesmo :) https://t.co/p7q3HYxROm,Wed Aug 15 17:53:21 +0000 2018,Positivo,:)
1029798330698817536,@mptlucaas @inesdiasx Mentiraaa. @AndreAmaro2002 comprova. :) 😂😂😂 jk.,Wed Aug 15 18:33:49 +0000 2018,Positivo,:)
1029790030846480384,"Isto é só mentira, não acreditem :) miopia e hipermetropia são problemas de cristalino que fica DENTRO do olho. E não há nenhum líquido que entre lá dentro. De nada. https://t.co/tA2kmeWLMW",Wed Aug 15 18:00:50 +0000 2018,Positivo,:)
1029763899892133888,@evelynromanini Mentira nem fico :),Wed Aug 15 16:17:00 +0000 2018,Positivo,:)
1031858685340012544,@992DH @L93DY MENTIRA DE NOVO &gt;:(,Tue Aug 21 11:00:56 +0000 2018,Negativo,:(
1031861270008537090,@Daenelskar Mentira :(,Tue Aug 21 11:11:12 +0000 2018,Negativo,:(
1031858750846652416,"@0XXEVE Mentira? Que bom, meu deus do céu. :(",Tue Aug 21 11:01:11 +0000 2018,Negativo,:(
1031856398592868352,@nihlaski Mentira &gt;:(,Tue Aug 21 10:51:51 +0000 2018,Negativo,:(
1031851506306142211,@kookiesycream Mentira seguro :(,Tue Aug 21 10:32:24 +0000 2018,Negativo,:(
1031850893489123328,@venecasagrande Isso e mentira não é possível :(,Tue Aug 21 10:29:58 +0000 2018,Negativo,:(
1031763844375490560,mentira não resolvi e to odiando ficar travando :(,Tue Aug 21 04:44:04 +0000 2018,Negativo,:(
1031746544582766594,Mentira rebentei o macarrão todo :(,Tue Aug 21 03:35:19 +0000 2018,Negativo,:(
1031744148192342016,@bxuckxrd_E Mentiras :(,Tue Aug 21 03:25:48 +0000 2018,Negativo,:(
1031739584877608960,Namorado dela aqui seu merda Mentira eu nem tenho namorada rsrs :(,Tue Aug 21 03:07:40 +0000 2018,Negativo,:(
1031740121366839297,@mastheuu ai mentira? :(,Tue Aug 21 03:09:48 +0000 2018,Negativo,:(
1031734664342458373,mentira que a hayley não ganhou :(((,Tue Aug 21 02:48:07 +0000 2018,Negativo,:(
1031731345012285440,@boulanyi Mentira :(,Tue Aug 21 02:34:55 +0000 2018,Negativo,:(
1031728293458976768,@PortalMaisPop Mentira que Ariana perdeu essa :((((,Tue Aug 21 02:22:48 +0000 2018,Negativo,:(
1031722576320626689,"Mentira, nadie me liga. :(",Tue Aug 21 02:00:05 +0000 2018,Negativo,:(
1031719001305563137,mentira que o eunkwang já vai se alistar :( #WaitingForSilverLight,Tue Aug 21 01:45:52 +0000 2018,Negativo,:(
1031714628013830145,"mentira, eu queria ter comprado o butterfly :( o rapaz da loja deve tá me esperando até agora",Tue Aug 21 01:28:30 +0000 2018,Negativo,:(
1031699390086438912,@Felipevilhena_1 é mentira só faço dia 21 de janeiro :(,Tue Aug 21 00:27:57 +0000 2018,Negativo,:(
1031697424857874432,@271CN mentira meu bebê lindo te amo :(,Tue Aug 21 00:20:08 +0000 2018,Negativo,:(
1031694370746060800,@naoeakazinha Mentira era fhc :(,Tue Aug 21 00:08:00 +0000 2018,Negativo,:(
1031694013177454592,Mentira :( só quero um amorzinho,Tue Aug 21 00:06:35 +0000 2018,Negativo,:(
1031681081966247936,@curditas Mentiraaaa. :((,Mon Aug 20 23:15:12 +0000 2018,Negativo,:(
1031682136254758913,@icesttone que mentira :(,Mon Aug 20 23:19:23 +0000 2018,Negativo,:(
1031677185499836416,@blmlhj é mentira isso :( ela tá foragida ainda,Mon Aug 20 22:59:43 +0000 2018,Negativo,:(
1031672605957341186,@nashlums Eu sei q é mentira :( kakakakak Que homem?,Mon Aug 20 22:41:31 +0000 2018,Negativo,:(
1031672617835683845,@inescardoso1905 e não é mentira :((,Mon Aug 20 22:41:34 +0000 2018,Negativo,:(
1031652609629802496,MENTIRA :((( https://t.co/LQxo1i4VJY,Mon Aug 20 21:22:03 +0000 2018,Negativo,:(
1031652665640538112,Mentira :( https://t.co/T0THfwdD2X,Mon Aug 20 21:22:17 +0000 2018,Negativo,:(
1031654469262614529,@fairycnco 15 🌚 JSSKSKKAMSKAKA mentira vou fazer 23 :(,Mon Aug 20 21:29:27 +0000 2018,Negativo,:(
1031641940507459589,Mentira :(((((( https://t.co/GDPU9wzh6w,Mon Aug 20 20:39:40 +0000 2018,Negativo,:(
1031641532883976193,@TheShooterCoC Mentira no me vas a seguir :(,Mon Aug 20 20:38:03 +0000 2018,Negativo,:(
1031585158003126272,@jakeperaItas a mentira :( vou continuar pensando q eh a dele rs,Mon Aug 20 16:54:02 +0000 2018,Negativo,:(
1031617160009986048,mentira :( https://t.co/1DYXOPaWoQ,Mon Aug 20 19:01:12 +0000 2018,Negativo,:(
1031617416353263617,@BTSARMYCastle NOSSA MENTIRA AF meu deus queria ter visto :(((,Mon Aug 20 19:02:13 +0000 2018,Negativo,:(
1031613378228367362,@vitorhsouza_ E falam mentiras :(,Mon Aug 20 18:46:10 +0000 2018,Negativo,:(
1031600642211622913,Mentira :( https://t.co/putFE9ftLR,Mon Aug 20 17:55:33 +0000 2018,Negativo,:(
1031579751364919296,@mmaethe Perdeu a chave do nariz? :(( Mentira melhoras maethee,Mon Aug 20 16:32:33 +0000 2018,Negativo,:(
1031568848888188928,@Gabrielwicz Mentira :( eu amo eles 🙎,Mon Aug 20 15:49:13 +0000 2018,Negativo,:(
1031562297284616192,que mentira eu sinto sua falta tds os dias quando a gente deitava e via filme clichê com sorvete sem se preocupar com nada :( https://t.co/uedCSImxCA,Mon Aug 20 15:23:11 +0000 2018,Negativo,:(
1031556952789319680,@RetardedValeria mentira :(,Mon Aug 20 15:01:57 +0000 2018,Negativo,:(
1031551503989915650,@SunshineOfMom aaaaaaaaa mentira poxa que saco :((,Mon Aug 20 14:40:18 +0000 2018,Negativo,:(
1031549462898991105,@natfoschine Aaaaaaaaaa mentira :(((,Mon Aug 20 14:32:11 +0000 2018,Negativo,:(
1031544238750793729,@moreiraems mentira??? já? mas começa na sexta minha conf :(,Mon Aug 20 14:11:26 +0000 2018,Negativo,:(
1031577826061963264,"mentira bebê, aaa eu to ansiosa!! espero que não esteja se esforçando mais do que deve :((, eu realmente acho que vai superar as expectativas mesmo ㅋㅋ, eu te amo muito https://t.co/3ekVC97Rfz",Mon Aug 20 16:24:54 +0000 2018,Negativo,:(
1031503518375583744,@mautemima Mentira :(,Mon Aug 20 11:29:37 +0000 2018,Negativo,:(
1031498788924477442,Digam me q isto é mentira :((((( https://t.co/mztwKzVeQ4,Mon Aug 20 11:10:50 +0000 2018,Negativo,:(
1031460972114980864,@Mard1_Bum MENTIRA pena que deve ser dublado :(,Mon Aug 20 08:40:34 +0000 2018,Negativo,:(
1031376942430388225,"@_JULIACRF Mentira, a maior parte do role eu to presa em algum banheiro aí nem da pra pegar geral :(",Mon Aug 20 03:06:39 +0000 2018,Negativo,:(
1031373327137492993,@hyunjxnn ai que mentira!! eu nunca te bati ou dei patada :(,Mon Aug 20 02:52:17 +0000 2018,Negativo,:(
1031371380854534144,@Pugliesoide Mentira :(,Mon Aug 20 02:44:33 +0000 2018,Negativo,:(
1031366771247407104,mentira :(,Mon Aug 20 02:26:14 +0000 2018,Negativo,:(
1031363770646515712,@manuamaralll Mentira não foi não :(,Mon Aug 20 02:14:19 +0000 2018,Negativo,:(
1031360550024998913,@cahmontemor AH MENTIRA!! eu nem lembro do 1 preciso maratonar todos :(,Mon Aug 20 02:01:31 +0000 2018,Negativo,:(
1031359553152147457,"mentira, ela tbm foi vítima :(",Mon Aug 20 01:57:33 +0000 2018,Negativo,:(
1031358814036090885,"@liicenobre Se não fosse mentira eu até acreditava. Chega Alagoano, to cansada de ser enganada :(",Mon Aug 20 01:54:37 +0000 2018,Negativo,:(
1031358069102530561,@maducerca amiga foi sem querer mentira é pq meu pai tbm quer ir e ele não pode aí eu tava sem dinheirinho não deu :( mas semana q vem eu vou,Mon Aug 20 01:51:40 +0000 2018,Negativo,:(
1031353105710043136,@flavyamuniz Mentira :( o que houve?,Mon Aug 20 01:31:56 +0000 2018,Negativo,:(
1031341713477050371,"@Patrux08 Mentira que a culpa sempre é minha, para de roubar a culpa dos outros &gt;:(",Mon Aug 20 00:46:40 +0000 2018,Negativo,:(
1031332603297759232,"Perdi um 1kg, to me sentindo a magra! Mentira :( ainda falta muito pra isso kkkkkkk",Mon Aug 20 00:10:28 +0000 2018,Negativo,:(
1031321308188090373,@JinYoungArg mentira :(((,Sun Aug 19 23:25:35 +0000 2018,Negativo,:(
1031308366096855041,@drewzinhz uma pena que isso eh mentira :(,Sun Aug 19 22:34:09 +0000 2018,Negativo,:(
1031302003002167297,@pedekaas mentira pedekas :( fiquei tão tristinha agora,Sun Aug 19 22:08:52 +0000 2018,Negativo,:(
1031303214275149824,"@jooaoosa que mentira, é sem querer :(",Sun Aug 19 22:13:41 +0000 2018,Negativo,:(
1031298432269541376,@Ritaa_Ferreira_ Mentira ninguém me quer :(,Sun Aug 19 21:54:41 +0000 2018,Negativo,:(
1031296130062200832,@GiovanaTboquini mentira que você foi???? aaaa :( eu tava no camarote front amg,Sun Aug 19 21:45:32 +0000 2018,Negativo,:(
1031279395468726278,"Mentira, acabei de falhar :(",Sun Aug 19 20:39:02 +0000 2018,Negativo,:(
1031271963665334273,@Wolframico Mentira :(((,Sun Aug 19 20:09:30 +0000 2018,Negativo,:(
1031206920655437831,"@heitor1611 mentira, sua irmã é hetero :(",Sun Aug 19 15:51:03 +0000 2018,Negativo,:(
1031258383922409472,@kookienoie @BTS_twt EUUUUUUUUU mentira nunca tenho sorte com sorteios :((,Sun Aug 19 19:15:33 +0000 2018,Negativo,:(
1031253314665684997,Vivi uma mentira achando que eles podiam ficar com os brinquedos :(,Sun Aug 19 18:55:24 +0000 2018,Negativo,:(
1031229121408458752,@alejandroguzmnr Que mentira :(,Sun Aug 19 17:19:16 +0000 2018,Negativo,:(
1031228613344014338,@hgdca poxaaaa mentira :(( ia ser mais incrível ainda se vc tivesse ido,Sun Aug 19 17:17:15 +0000 2018,Negativo,:(
1031200764268568587,"@Ocaiqwe Mentira, sério??? Vamos um dia :(",Sun Aug 19 15:26:35 +0000 2018,Negativo,:(
1031200058467934208,"@minadoguccimane MENTIRA O QUE HOUVE tô por fora de tudo mas você tá bem???? se eu morasse em SP, dividia um aluguel contigo. :(",Sun Aug 19 15:23:47 +0000 2018,Negativo,:(
1031166190582943744,era mentira :( https://t.co/7wT5gRKK2k,Sun Aug 19 13:09:12 +0000 2018,Negativo,:(
1031158373218222080,mentira :( https://t.co/boZ4M8PJb0,Sun Aug 19 12:38:08 +0000 2018,Negativo,:(
1031162844665061382,@bonjourxz Mentira brasil n e 1 mundo :(,Sun Aug 19 12:55:54 +0000 2018,Negativo,:(
1031150694366158848,"Mentira, eu amo, mas eu não queria pensar no que aconteceu DPS do final :(((",Sun Aug 19 12:07:38 +0000 2018,Negativo,:(
1031137723812388864,@karinemeloz Que mentira!! :(,Sun Aug 19 11:16:05 +0000 2018,Negativo,:(
1031055030261047297,ah mentira. pensava que tu nao tinha ouvido .. ia me garantir que tenho bom gosto :( — seu bom gosto tá resguardado https://t.co/Gq9Vi7RRlJ,Sun Aug 19 05:47:29 +0000 2018,Negativo,:(
1031030371268341761,@pjmnstax a mas eu não disse nenhuma mentira !! você que é um amorzinho fico triste :((,Sun Aug 19 04:09:30 +0000 2018,Negativo,:(
1031015934402736128,"@sprvngle Mentira, te amo :((",Sun Aug 19 03:12:08 +0000 2018,Negativo,:(
1031004723594317824,mas eu nao falei mentiras :( https://t.co/nQgTSJVYqH,Sun Aug 19 02:27:35 +0000 2018,Negativo,:(
1030991806358544385,@yooncaffe mentira vc ta bem meu amor?? :(,Sun Aug 19 01:36:16 +0000 2018,Negativo,:(
1030979416577531904,mentira :(,Sun Aug 19 00:47:02 +0000 2018,Negativo,:(
1030959264649682945,"Eu odeio mentira, isso me magoa muito!!!! :((((",Sat Aug 18 23:26:57 +0000 2018,Negativo,:(
1030958409183571973,@adrilanepasqual Eeeh mentiraaaa as pessoas vão achar que sou uma má friend :(( I love you sisss 💛,Sat Aug 18 23:23:33 +0000 2018,Negativo,:(
1030958637118881793,@rodrizinho AHAHAHAHHAHAHA isso é mentira antes de ter namorads não era asim não :(( sempre gui uma pessoa super ocupada achas o quê?,Sat Aug 18 23:24:28 +0000 2018,Negativo,:(
1030960596957777921,mentira acho q isso é impossivel de acontecer :((,Sat Aug 18 23:32:15 +0000 2018,Negativo,:(
1030955831725092864,"@Starkabello mentira, vc não ia aceitar mesmo meu pedido :((",Sat Aug 18 23:13:19 +0000 2018,Negativo,:(
1030947402973425665,"@lgbtmaz Se cantada, seria uma mentira. Exceto se estivesse no passado. Mas ainda é presente :( (viage kkk)",Sat Aug 18 22:39:49 +0000 2018,Negativo,:(
1030937843194060805,@mukevalentine muito mentira você que roubou e me deixou sem :(,Sat Aug 18 22:01:50 +0000 2018,Negativo,:(
1030937602906628096,@beaatriste MENTIRA Q TU ME GRITOU AAAAAAA EU NAO OUVI ME PERDOAAAAA na hora q eu te vi tu tava longe e n consegui chegar em ti a tempo :(,Sat Aug 18 22:00:53 +0000 2018,Negativo,:(
1030934573008543746,mentira :( https://t.co/1JApkfInKQ,Sat Aug 18 21:48:50 +0000 2018,Negativo,:(
1030930297523646464,@leoncontreras95 Mentira :(,Sat Aug 18 21:31:51 +0000 2018,Negativo,:(
1030918904967847937,"@ManelFigueired Mentira, já n me ligas nenhuma :(",Sat Aug 18 20:46:35 +0000 2018,Negativo,:(
1030921378172755969,@Kj4xd mentira baby tu não jogavas :(,Sat Aug 18 20:56:24 +0000 2018,Negativo,:(
1030919178516082689,@valentinablmf Aaaa mentiraa :((,Sat Aug 18 20:47:40 +0000 2018,Negativo,:(
1030899381288017927,mentira ya eu queria bué ir mas amanhã tenho q acordar cedo demais :(,Sat Aug 18 19:29:00 +0000 2018,Negativo,:(
1030898939745247235,Mentira :( https://t.co/JNm16dKOLo,Sat Aug 18 19:27:15 +0000 2018,Negativo,:(
1030878027717267456,sim :( MENTIRA OK ANJO TE AMO https://t.co/KaBY7q2n4g,Sat Aug 18 18:04:09 +0000 2018,Negativo,:(
1030877372013314053,@lobatotabita Mentira q tu não vai :(,Sat Aug 18 18:01:32 +0000 2018,Negativo,:(
1030857256131280897,@eIeanorigsby É mentira sua &gt;:(,Sat Aug 18 16:41:36 +0000 2018,Negativo,:(
1030841940831600641,@SofiaTavani2 Mentira :(,Sat Aug 18 15:40:45 +0000 2018,Negativo,:(
1030840867043635201,@Agoney AGONEY te odio (mentira) :(,Sat Aug 18 15:36:29 +0000 2018,Negativo,:(
1030828704476344322,"@Lourmontenegro1 @JimeMedina_ nooo, mentira :(",Sat Aug 18 14:48:09 +0000 2018,Negativo,:(
1030830724147027970,@ttaefood es mentira :(,Sat Aug 18 14:56:11 +0000 2018,Negativo,:(
1030813054827749376,"mentira que going crazy é uma música injustiçada do exo? minha fav do álbum poxa :( mas realmente, poucas pessoas falaram/falam de going crazy",Sat Aug 18 13:45:58 +0000 2018,Negativo,:(
1030808748556804096,@icetfire Tiagooo.. mais mentiras ? Fds para :((,Sat Aug 18 13:28:51 +0000 2018,Negativo,:(
1030806993664180224,@luisacdoria ahhh mentira :(,Sat Aug 18 13:21:53 +0000 2018,Negativo,:(
1030797600973312000,MENTIRA MANO MEU TATUADOR :-( AAAAAAAAAA https://t.co/vwMmZHLxX5,Sat Aug 18 12:44:34 +0000 2018,Negativo,:(
1030754667561660417,"@ADSUKZ mentira, não sou mascote &gt;:(",Sat Aug 18 09:53:57 +0000 2018,Negativo,:(
1030685288434200576,@risefirepure mentira we jfhds todo lo contrario :(,Sat Aug 18 05:18:16 +0000 2018,Negativo,:(
1030680670635536384,@JEONlEL mentira :((,Sat Aug 18 04:59:55 +0000 2018,Negativo,:(
1030645590185656320,@Salvatxrx Mentiras :((,Sat Aug 18 02:40:31 +0000 2018,Negativo,:(
1030635488141619200,E toda vez que você me disser OI. Mentira você nunca vai me falar oi :(,Sat Aug 18 02:00:23 +0000 2018,Negativo,:(
1030623792274571264,"@koecris Mentiraaaaaaa, você que não fala mais cmg :( :( :(",Sat Aug 18 01:13:54 +0000 2018,Negativo,:(
1030622865958338561,mentira tem o crush master mas ele é muita areia pro meu caminhão :( e tem a crush comunista também muito fofissima ela,Sat Aug 18 01:10:13 +0000 2018,Negativo,:(
1030624593378193408,"@nunesyury7 mentira, eu não sou assim tá :(",Sat Aug 18 01:17:05 +0000 2018,Negativo,:(
1030621880615677955,@OLY25_ :( mentira,Sat Aug 18 01:06:19 +0000 2018,Negativo,:(
1030620594411393024,@FulgorDoNewt A MENTIRA entao juntaram :(((( VC Q ME DEU SPOILER AGORA SEU MALDITO!!!!!! sai daqui,Sat Aug 18 01:01:12 +0000 2018,Negativo,:(
1030605321037930498,@syreelectric amiga mentira :(,Sat Aug 18 00:00:30 +0000 2018,Negativo,:(
1030597918330441728,"@Y29KH KKKKKKKKKKKKKKKKk Te odeio. Mentira, eu te amo demais!@#% :(",Fri Aug 17 23:31:05 +0000 2018,Negativo,:(
1030589098937995264,@dreia2601 @marianaalves452 MENTIRA ! :(,Fri Aug 17 22:56:03 +0000 2018,Negativo,:(
1030581262933745664,@noahtshaw MENTIRA SÉRIO???? eu tava querendo fazer uma edit :(,Fri Aug 17 22:24:55 +0000 2018,Negativo,:(
1030573020082003968,@gabigarciaY @AyeStagnitto mentira negra :( no te enojes,Fri Aug 17 21:52:09 +0000 2018,Negativo,:(
1030572076082647040,@falaindia que mentira!!!!!!!!!!!!!!!!! meus elogios são sinceros poxa :(,Fri Aug 17 21:48:24 +0000 2018,Negativo,:(
1030572102905221120,"mentira, eu queria ficar doidão cabuloso mermo, mas hj n vai da :((((((((",Fri Aug 17 21:48:31 +0000 2018,Negativo,:(
1030565910233399296,mentira que aí ainda tá frio — Em curitiba tá :((( https://t.co/6CwAezoWjl,Fri Aug 17 21:23:54 +0000 2018,Negativo,:(
1030566271316897792,era mentira eu queria sim :(( vem,Fri Aug 17 21:25:20 +0000 2018,Negativo,:(
1030562895992692736,@carloscfreitas ela falou que era mentira.. que era so pra ver a reacao da gnt :(,Fri Aug 17 21:11:55 +0000 2018,Negativo,:(
1030556690561871872,"Mentira, jajá passa, mas poxa, me pegaram desprevenida e feliz depois do trampo, coisa rara. Golpe baixo :(",Fri Aug 17 20:47:16 +0000 2018,Negativo,:(
1030558450139492357,@GiulioSilveira Queria mt q fosse mentira :(,Fri Aug 17 20:54:16 +0000 2018,Negativo,:(
1032221738510241792,@baabiilopes1 Mentira !!! O meu primo estava a ajudar mas tu não fizeste nada :)),Wed Aug 22 11:03:34 +0000 2018,Positivo,:)
1032213268109160449,Mentira :) https://t.co/N1vi74qQjJ,Wed Aug 22 10:29:55 +0000 2018,Positivo,:)
1032244867903172609,@chavedobaile mentira :(,Wed Aug 22 12:35:29 +0000 2018,Negativo,:(
1032232039179796481,Mentiras machucam... Principalmente quando vem da pessoa que você ama :(,Wed Aug 22 11:44:30 +0000 2018,Negativo,:(
1032219856614187013,@lu_cintraa @giuliadragoo MENTIRA PORRA afff tô muito triste que não consegui ir :((,Wed Aug 22 10:56:06 +0000 2018,Negativo,:(
1032211434371997696,mentira q eu nem jogo mais :(,Wed Aug 22 10:22:38 +0000 2018,Negativo,:(
1032145875471147008,"@jjinryves muljer eh no 2:41 MENTIRAAAAA SERIO??? me desculpaaaa eu recebi mt mensagem e passei o dia todo foraaa ai fiquei respondendo pelo celular e nao vii, me desculpa :(( mt obrigada por ter lembrado de me dar parabens 💕😭",Wed Aug 22 06:02:07 +0000 2018,Negativo,:(
1032110528120999936,@namjootn mentira :(((((((,Wed Aug 22 03:41:40 +0000 2018,Negativo,:(
1032091220082868225,"@SeriesBrasil mentiraaa não sabia que ele tava com câncer, que triste eu amava assistir quando era criança :(",Wed Aug 22 02:24:56 +0000 2018,Negativo,:(
1032094847841255424,@FlMondino Es mentira :(,Wed Aug 22 02:39:21 +0000 2018,Negativo,:(
